idpers,idhous17,p17a01,p17a04,p17c01,p17c02,p17c08,occupa17,x17i04,age17,sex17,educat17,isced17,edyear17,civsta17,nbpers17,nbkid17,region17,canton17
91563101,915631,,,,,,,inapplicable,51.0,,,,18.0,,4,1,,
91563102,915631,,3.0,,7.0,5.0,,inapplicable,48.0,,,,16.0,,4,1,,
91563103,915631,,,,,,,18000,20.0,,,,10.0,,4,1,,
91580101,915801,,2.0,,8.0,2.0,,inapplicable,32.0,,,,18.0,,2,0,,
91580102,915801,,3.0,,8.0,7.0,,inapplicable,30.0,,,,18.0,,2,0,,
91581101,915811,,,,,,,inapplicable,29.0,,,,12.0,,2,0,,
91581102,915811,,,,,,,inapplicable,27.0,,,,10.0,,2,0,,
91583101,915831,,2.0,,6.0,4.0,,inapplicable,37.0,,,,18.0,,4,2,,
91583102,915831,,,,8.0,3.0,,inapplicable,33.0,,,,18.0,,4,2,,
91585101,915851,,,,8.0,,,inapplicable,48.0,,,,18.0,,2,0,,
91585102,915851,,5.0,,9.0,,,inapplicable,48.0,,,,16.0,,2,0,,
91587103,915871,,,,,,,inapplicable,43.0,,,,9.0,,7,1,,
91587104,915871,,,,,,,inapplicable,43.0,,,,9.0,,7,1,,
91587105,915871,,,,,,,inapplicable,20.0,,,,9.0,,7,1,,
91587106,915871,,,,,,,inapplicable,18.0,,,,9.0,,7,1,,
91588101,915881,,3.0,,8.0,1.0,,inapplicable,40.0,,,,18.0,,4,2,,
91588102,915881,,5.0,,5.0,6.0,,inapplicable,36.0,,,,14.0,,4,2,,
91589101,915891,,,,,,,inapplicable,64.0,,,,16.0,,2,0,,
91589102,915891,,7.0,,8.0,1.0,,inapplicable,63.0,,,,10.0,,2,0,,
91597101,915971,,,,,,,inapplicable,37.0,,,,18.0,,5,2,,
91597102,915971,,,,,,,inapplicable,36.0,,,,18.0,,5,2,,
91598101,915981,,,,,,,inapplicable,58.0,,,,16.0,,2,0,,
91598102,915981,,3.0,,8.0,,,inapplicable,56.0,,,,12.0,,2,0,,
91601101,916011,,3.0,,,,,inapplicable,63.0,,,,10.0,,2,0,,
91601102,916011,,,,4.0,7.0,,inapplicable,57.0,,,,12.0,,2,0,,
91603101,916031,,,,,,,inapplicable,63.0,,,,12.0,,4,0,,
91603102,916031,,,,,,,inapplicable,56.0,,,,12.0,,4,0,,
91603104,916031,,1.0,,5.0,2.0,,inapplicable,29.0,,,,16.0,,4,0,,
91603105,916031,,1.0,,8.0,,,inapplicable,25.0,,,,12.0,,4,0,,
91607101,916071,,,,8.0,,,inapplicable,37.0,,,,12.0,,4,2,,
91607102,916071,,4.0,,,1.0,,inapplicable,33.0,,,,16.0,,4,2,,
91609101,916091,,7.0,,9.0,,,inapplicable,48.0,,,,12.0,,1,0,,
91612101,916121,,1.0,,8.0,,,inapplicable,51.0,,,,16.0,,5,3,,
91612102,916121,,4.0,,9.0,1.0,,inapplicable,47.0,,,,18.0,,5,3,,
91613101,916131,,2.0,,9.0,,,inapplicable,43.0,,,,18.0,,4,2,,
91613102,916131,,,,8.0,2.0,,inapplicable,39.0,,,,18.0,,4,2,,
91615102,916151,,,,,,,inapplicable,53.0,,,,12.0,,2,0,,
91618101,916181,,1.0,,9.0,,,inapplicable,46.0,,,,16.0,,3,1,,
91618102,916181,,3.0,,8.0,1.0,,inapplicable,45.0,,,,12.0,,3,1,,
91620101,916201,,3.0,,,,,inapplicable,61.0,,,,8.0,,5,3,,
91620102,916201,,,,9.0,2.0,,inapplicable,44.0,,,,8.0,,5,3,,
91622101,916221,,5.0,,9.0,1.0,,inapplicable,36.0,,,,12.0,,5,3,,
91622102,916221,,3.0,,9.0,6.0,,inapplicable,30.0,,,,12.0,,5,3,,
91623101,916231,,,,7.0,,,inapplicable,57.0,,,,13.0,,4,0,,
91623102,916231,,2.0,,8.0,2.0,,inapplicable,56.0,,,,16.0,,4,0,,
91623103,916231,,,,,,,inapplicable,23.0,,,,13.0,,4,0,,
91623104,916231,,,,,,,inapplicable,22.0,,,,13.0,,4,0,,
91625101,916251,,6.0,,9.0,,,inapplicable,56.0,,,,12.0,,3,0,,
91625102,916251,,1.0,,7.0,1.0,,inapplicable,55.0,,,,18.0,,3,0,,
91625104,916251,,,,,,,no personal income,22.0,,,,14.0,,3,0,,
91629101,916291,,3.0,,,,,inapplicable,56.0,,,,18.0,,2,0,,
91629102,916291,,4.0,,9.0,,,inapplicable,40.0,,,,18.0,,2,0,,
91631101,916311,,,,,,,72000,58.0,,,,13.0,,2,0,,
91631102,916311,,,,6.0,6.0,,inapplicable,56.0,,,,9.0,,2,0,,
91638101,916381,,,,8.0,,,inapplicable,41.0,,,,12.0,,3,2,,
91641101,916411,,,,,,,inapplicable,47.0,,,,10.0,,3,1,,
91641102,916411,,,,,,,"irregular, difficult to answer",20.0,,,,12.0,,3,1,,
91642101,916421,,,,,,,inapplicable,44.0,,,,12.0,,2,0,,
91642102,916421,,2.0,,7.0,1.0,,inapplicable,44.0,,,,12.0,,2,0,,
91643101,916431,,3.0,,7.0,1.0,,inapplicable,44.0,,,,13.0,,1,0,,
91644101,916441,,,,9.0,,,inapplicable,59.0,,,,9.0,,2,0,,
91644102,916441,,3.0,,9.0,,,inapplicable,49.0,,,,9.0,,2,0,,
91646103,916461,,,,6.0,1.0,,inapplicable,40.0,,,,12.0,,4,2,,
91646104,916461,,,,7.0,3.0,,inapplicable,37.0,,,,10.0,,4,2,,
91648101,916481,,,,,,,inapplicable,52.0,,,,12.0,,4,1,,
91648102,916481,,1.0,,,,,inapplicable,47.0,,,,12.0,,4,1,,
91648103,916481,,,,,,,inapplicable,20.0,,,,12.0,,4,1,,
91653101,916531,,,,,,,inapplicable,51.0,,,,12.0,,4,0,,
91653102,916531,,,,,,,inapplicable,48.0,,,,12.0,,4,0,,
91653103,916531,,,,,,,inapplicable,22.0,,,,14.0,,4,0,,
91653104,916531,,,,,,,inapplicable,19.0,,,,14.0,,4,0,,
91656101,916561,,2.0,,,,,inapplicable,51.0,,,,18.0,,5,2,,
91656102,916561,,1.0,,7.0,6.0,,inapplicable,51.0,,,,18.0,,5,2,,
91656103,916561,,2.0,,8.0,,,inapplicable,20.0,,,,13.0,,5,2,,
91657101,916571,,,,9.0,,,inapplicable,37.0,,,,18.0,,4,2,,
91657102,916571,,,,,,,inapplicable,35.0,,,,18.0,,4,2,,
91659101,916591,,,,,,,no personal income,56.0,,,,18.0,,2,0,,
91659102,916591,,5.0,,9.0,,,inapplicable,48.0,,,,18.0,,2,0,,
91660101,916601,,,,,,,inapplicable,56.0,,,,9.0,,3,0,,
91660102,916601,,,,,,,inapplicable,31.0,,,,9.0,,3,0,,
91660103,916601,,,,,,,inapplicable,27.0,,,,12.0,,3,0,,
91661101,916611,,,,,,,inapplicable,63.0,,,,12.0,,2,0,,
91661102,916611,,,,,,,inapplicable,22.0,,,,10.0,,2,0,,
91662101,916621,,2.0,,,,,inapplicable,51.0,,,,12.0,,3,1,,
91662102,916621,,3.0,,6.0,,,inapplicable,48.0,,,,16.0,,3,1,,
91664101,916641,,1.0,,,,,inapplicable,43.0,,,,18.0,,5,3,,
91664102,916641,,,,,,,inapplicable,42.0,,,,18.0,,5,3,,
91666101,916661,,,,,,,inapplicable,46.0,,,,18.0,,6,4,,
91666102,916661,,,,,,,inapplicable,37.0,,,,18.0,,6,4,,
91668101,916681,,3.0,,6.0,,,inapplicable,51.0,,,,13.0,,3,1,,
91668102,916681,,,,8.0,,,inapplicable,46.0,,,,18.0,,3,1,,
91674102,916741,,,,6.0,2.0,,inapplicable,63.0,,,,12.0,,2,0,,
91675101,916751,,,,,,,inapplicable,51.0,,,,,,4,1,,
91675102,916751,,,,,,,inapplicable,47.0,,,,,,4,1,,
91675103,916751,,,,,,,inapplicable,25.0,,,,12.0,,4,1,,
91678101,916781,,,,,,,inapplicable,50.0,,,,12.0,,5,3,,
91678102,916781,,7.0,,,,,inapplicable,47.0,,,,12.0,,5,3,,
91679101,916791,,,,7.0,2.0,,inapplicable,58.0,,,,12.0,,2,0,,
91679102,916791,,,,8.0,,,inapplicable,55.0,,,,12.0,,2,0,,
91680101,916801,,3.0,,5.0,4.0,,inapplicable,54.0,,,,18.0,,4,0,,
91680102,916801,,3.0,,7.0,2.0,,inapplicable,53.0,,,,18.0,,4,0,,
91680103,916801,,7.0,,9.0,,,inapplicable,26.0,,,,14.0,,4,0,,
91680104,916801,,6.0,,9.0,1.0,,inapplicable,22.0,,,,10.0,,4,0,,
91687101,916871,,,,,,,48000,56.0,,,,12.0,,4,0,,
91687102,916871,,2.0,,6.0,2.0,,inapplicable,52.0,,,,16.0,,4,0,,
91687103,916871,,,,,,,inapplicable,22.0,,,,16.0,,4,0,,
91687104,916871,,,,,,,no personal income,18.0,,,,10.0,,4,0,,
91689101,916891,,4.0,,9.0,1.0,,inapplicable,54.0,,,,18.0,,3,1,,
91689102,916891,,,,,,,inapplicable,50.0,,,,12.0,,3,1,,
91691102,916911,,,,5.0,4.0,,inapplicable,51.0,,,,18.0,,2,0,,
91692101,916921,,,,8.0,,,inapplicable,29.0,,,,16.0,,2,0,,
91692102,916921,,1.0,,8.0,4.0,,inapplicable,24.0,,,,16.0,,2,0,,
91693101,916931,,7.0,,,2.0,,inapplicable,50.0,,,,10.0,,6,0,,
91693102,916931,,7.0,,9.0,2.0,,inapplicable,43.0,,,,12.0,,6,0,,
91693103,916931,,,,,,,inapplicable,23.0,,,,12.0,,6,0,,
91693104,916931,,,,,,,inapplicable,22.0,,,,12.0,,6,0,,
91693105,916931,,5.0,,8.0,3.0,,inapplicable,20.0,,,,12.0,,6,0,,
91693106,916931,,7.0,,9.0,2.0,,inapplicable,18.0,,,,9.0,,6,0,,
91694101,916941,,,,,,,inapplicable,56.0,,,,8.0,,6,1,,
91694102,916941,,,,,,,inapplicable,48.0,,,,9.0,,6,1,,
91694103,916941,,,,,,,inapplicable,25.0,,,,14.0,,6,1,,
91694104,916941,,,,,,,inapplicable,21.0,,,,12.0,,6,1,,
91694106,916941,,,,,,,inapplicable,25.0,,,,12.0,,6,1,,
91698101,916981,,,,6.0,4.0,,inapplicable,63.0,,,,12.0,,2,0,,
91698102,916981,,,,7.0,,,inapplicable,60.0,,,,10.0,,2,0,,
91707101,917071,,4.0,,7.0,1.0,,inapplicable,35.0,,,,12.0,,2,0,,
91707102,917071,,3.0,,,2.0,,inapplicable,30.0,,,,14.0,,2,0,,
91710101,917101,,3.0,,8.0,2.0,,inapplicable,37.0,,,,12.0,,2,0,,
91710102,917101,,3.0,,7.0,1.0,,inapplicable,34.0,,,,16.0,,2,0,,
91712102,917121,,,,,,,inapplicable,61.0,,,,12.0,,2,0,,
91715101,917151,,4.0,,8.0,,,inapplicable,47.0,,,,12.0,,2,0,,
91715102,917151,,5.0,,8.0,6.0,,inapplicable,43.0,,,,16.0,,2,0,,
91717101,917171,,,,,,,inapplicable,50.0,,,,16.0,,3,1,,
91717102,917171,,,,,,,inapplicable,46.0,,,,12.0,,3,1,,
91719101,917191,,6.0,,8.0,,,inapplicable,45.0,,,,18.0,,3,1,,
91719102,917191,,,,,,,42000,40.0,,,,9.0,,3,1,,
91728101,917281,,,,,,,inapplicable,55.0,,,,16.0,,1,0,,
91731101,917311,,6.0,,9.0,1.0,,inapplicable,53.0,,,,10.0,,3,0,,
91731103,917311,,1.0,,8.0,6.0,,inapplicable,23.0,,,,14.0,,3,0,,
91731104,917311,,6.0,,,,,inapplicable,21.0,,,,13.0,,3,0,,
91733101,917331,,3.0,,9.0,,,inapplicable,28.0,,,,16.0,,1,0,,
91734101,917341,,,,,,,inapplicable,58.0,,,,8.0,,5,1,,
91734102,917341,,,,,,,inapplicable,57.0,,,,8.0,,5,1,,
91734103,917341,,,,,,,inapplicable,36.0,,,,9.0,,5,1,,
91734104,917341,,,,,,,inapplicable,36.0,,,,9.0,,5,1,,
91740101,917401,,5.0,,1.0,5.0,,inapplicable,45.0,,,,9.0,,4,2,,
91740102,917401,,,,,,,inapplicable,33.0,,,,16.0,,4,2,,
91741102,917411,,,,,,,inapplicable,60.0,,,,12.0,,2,0,,
91744101,917441,,,,1.0,,,inapplicable,49.0,,,,13.0,,1,0,,
91745102,917451,,,,,,,inapplicable,62.0,,,,16.0,,2,0,,
91746101,917461,,5.0,,7.0,1.0,,inapplicable,52.0,,,,10.0,,3,1,,
91746102,917461,,,,,,,inapplicable,50.0,,,,9.0,,3,1,,
91753101,917531,,2.0,,7.0,4.0,,inapplicable,45.0,,,,12.0,,4,2,,
91753102,917531,,3.0,,8.0,,,inapplicable,45.0,,,,12.0,,4,2,,
91759101,917591,,,,,,,inapplicable,54.0,,,,12.0,,4,0,,
91759102,917591,,,,,,,inapplicable,47.0,,,,12.0,,4,0,,
91759103,917591,,,,,,,inapplicable,25.0,,,,13.0,,4,0,,
91759104,917591,,,,,,,inapplicable,21.0,,,,13.0,,4,0,,
91764101,917641,,5.0,,8.0,1.0,,inapplicable,51.0,,,,18.0,,5,1,,
91764102,917641,,4.0,,8.0,,,inapplicable,48.0,,,,18.0,,5,1,,
91764103,917641,,5.0,,8.0,,,inapplicable,20.0,,,,13.0,,5,1,,
91764104,917641,,3.0,,8.0,,,inapplicable,18.0,,,,8.0,,5,1,,
91771103,917711,,,,8.0,,,inapplicable,30.0,,,,9.0,,2,1,,
91775101,917751,,,,,9.0,,inapplicable,43.0,,,,16.0,,2,0,,
91775102,917751,,3.0,,2.0,7.0,,inapplicable,41.0,,,,10.0,,2,0,,
91776101,917761,,3.0,,9.0,,,inapplicable,52.0,,,,12.0,,4,2,,
91776102,917761,,7.0,,,,,inapplicable,50.0,,,,10.0,,4,2,,
91778101,917781,,,,,,,inapplicable,62.0,,,,12.0,,2,0,,
91778102,917781,,,,,,,inapplicable,55.0,,,,12.0,,2,0,,
91787101,917871,,3.0,,7.0,5.0,,inapplicable,58.0,,,,16.0,,3,0,,
91787102,917871,,2.0,,5.0,3.0,,inapplicable,54.0,,,,12.0,,3,0,,
91787103,917871,,,,,,,inapplicable,25.0,,,,12.0,,3,0,,
91791102,917911,,,,,,,inapplicable,57.0,,,,10.0,,4,1,,
91791103,917911,,,,,,,inapplicable,30.0,,,,12.0,,4,1,,
91793101,917931,,,,,,,does not know,52.0,,,,8.0,,3,0,,
91793102,917931,,,,,,,inapplicable,51.0,,,,8.0,,3,0,,
91793103,917931,,5.0,,6.0,,,inapplicable,28.0,,,,9.0,,3,0,,
91795101,917951,,,,9.0,,,inapplicable,36.0,,,,12.0,,2,0,,
91795102,917951,,4.0,,7.0,,,inapplicable,28.0,,,,18.0,,2,0,,
91800102,918001,,4.0,,,6.0,,inapplicable,46.0,,,,9.0,,3,0,,
91800103,918001,,,,7.0,3.0,,inapplicable,19.0,,,,12.0,,3,0,,
91803101,918031,,3.0,,8.0,,,inapplicable,39.0,,,,13.0,,2,0,,
91803102,918031,,,,,,,inapplicable,37.0,,,,18.0,,2,0,,
91806101,918061,,,,7.0,5.0,,inapplicable,57.0,,,,9.0,,3,0,,
91806102,918061,,,,,,,inapplicable,51.0,,,,12.0,,3,0,,
91806103,918061,,,,8.0,,,inapplicable,21.0,,,,14.0,,3,0,,
91808101,918081,,,,8.0,3.0,,inapplicable,45.0,,,,12.0,,4,2,,
91808102,918081,,,,,,,inapplicable,41.0,,,,12.0,,4,2,,
91811101,918111,,2.0,,8.0,1.0,,inapplicable,35.0,,,,18.0,,1,0,,
91813101,918131,,4.0,,8.0,2.0,,inapplicable,61.0,,,,18.0,,2,0,,
91813102,918131,,7.0,,9.0,,,inapplicable,59.0,,,,12.0,,2,0,,
91815101,918151,,5.0,,8.0,2.0,,inapplicable,58.0,,,,8.0,,4,0,,
91815102,918151,,3.0,,8.0,4.0,,inapplicable,50.0,,,,9.0,,4,0,,
91815103,918151,,3.0,,8.0,2.0,,inapplicable,23.0,,,,12.0,,4,0,,
91815104,918151,,,,6.0,,,inapplicable,20.0,,,,9.0,,4,0,,
91818102,918181,,,,5.0,6.0,,inapplicable,60.0,,,,10.0,,2,0,,
91819101,918191,,,,,,,inapplicable,37.0,,,,12.0,,2,0,,
91819102,918191,,,,,,,inapplicable,32.0,,,,16.0,,2,0,,
91820101,918201,,,,,,,inapplicable,53.0,,,,12.0,,4,2,,
91820102,918201,,3.0,,5.0,6.0,,inapplicable,41.0,,,,,,4,2,,
91822101,918221,,,,,,,inapplicable,46.0,,,,12.0,,2,0,,
91822102,918221,,,,,,,inapplicable,42.0,,,,18.0,,2,0,,
91830101,918301,,3.0,,2.0,8.0,,inapplicable,47.0,,,,10.0,,4,1,,
91830102,918301,,4.0,,8.0,9.0,,inapplicable,47.0,,,,10.0,,4,1,,
91830103,918301,,6.0,,8.0,3.0,,inapplicable,18.0,,,,9.0,,4,1,,
91832101,918321,,,,,,,inapplicable,41.0,,,,12.0,,5,3,,
91832102,918321,,,,,,,inapplicable,41.0,,,,16.0,,5,3,,
91836101,918361,,,,,,,120000,55.0,,,,18.0,,4,1,,
91836102,918361,,2.0,,9.0,1.0,,inapplicable,52.0,,,,10.0,,4,1,,
91836103,918361,,,,,,,no personal income,19.0,,,,13.0,,4,1,,
91841102,918411,,,,,,,inapplicable,63.0,,,,18.0,,2,0,,
91844103,918441,,,,7.0,,,inapplicable,43.0,,,,18.0,,1,0,,
91845101,918451,,2.0,,8.0,7.0,,inapplicable,46.0,,,,18.0,,4,2,,
91845102,918451,,5.0,,9.0,1.0,,inapplicable,42.0,,,,18.0,,4,2,,
91849101,918491,,2.0,,,,,inapplicable,59.0,,,,12.0,,2,0,,
91849102,918491,,,,,,,inapplicable,23.0,,,,18.0,,2,0,,
91850101,918501,,7.0,,6.0,4.0,,inapplicable,56.0,,,,10.0,,3,0,,
91850102,918501,,1.0,,,1.0,,inapplicable,54.0,,,,12.0,,3,0,,
91850103,918501,,2.0,,,,,inapplicable,20.0,,,,12.0,,3,0,,
91858101,918581,,1.0,,7.0,1.0,,inapplicable,52.0,,,,12.0,,2,0,,
91858102,918581,,,,,,,inapplicable,40.0,,,,18.0,,2,0,,
91865101,918651,,,,,,,inapplicable,54.0,,,,18.0,,4,2,,
91865102,918651,,2.0,,8.0,6.0,,inapplicable,44.0,,,,18.0,,4,2,,
91871101,918711,,,,,,,inapplicable,53.0,,,,14.0,,3,0,,
91871102,918711,,3.0,,7.0,8.0,,inapplicable,46.0,,,,18.0,,3,0,,
91871103,918711,,,,,,,inapplicable,18.0,,,,9.0,,3,0,,
91872101,918721,,,,,,,inapplicable,46.0,,,,18.0,,4,2,,
91872102,918721,,3.0,,7.0,1.0,,inapplicable,43.0,,,,18.0,,4,2,,
91882101,918821,,2.0,,9.0,1.0,,inapplicable,45.0,,,,12.0,,3,1,,
91882102,918821,,2.0,,9.0,1.0,,inapplicable,39.0,,,,10.0,,3,1,,
91890101,918901,,1.0,,,,,inapplicable,44.0,,,,16.0,,3,1,,
91890102,918901,,3.0,,8.0,5.0,,inapplicable,38.0,,,,12.0,,3,1,,
91891101,918911,,,,6.0,5.0,,inapplicable,31.0,,,,12.0,,2,0,,
91891102,918911,,5.0,,7.0,7.0,,inapplicable,28.0,,,,16.0,,2,0,,
91893101,918931,,2.0,,8.0,2.0,,inapplicable,62.0,,,,18.0,,1,0,,
91902102,919021,,4.0,,8.0,5.0,,inapplicable,42.0,,,,12.0,,6,4,,
91902103,919021,,1.0,,9.0,3.0,,inapplicable,40.0,,,,16.0,,6,4,,
91905101,919051,,,,,,,inapplicable,43.0,,,,16.0,,4,2,,
91905102,919051,,,,,,,inapplicable,41.0,,,,18.0,,4,2,,
91906101,919061,,7.0,,9.0,,,inapplicable,44.0,,,,18.0,,5,3,,
91906102,919061,,2.0,,8.0,1.0,,inapplicable,39.0,,,,18.0,,5,3,,
91907101,919071,,2.0,,,,,inapplicable,51.0,,,,9.0,,4,0,,
91907102,919071,,,,,,,inapplicable,48.0,,,,9.0,,4,0,,
91907103,919071,,,,7.0,,,inapplicable,25.0,,,,18.0,,4,0,,
91907104,919071,,2.0,,9.0,,,inapplicable,22.0,,,,14.0,,4,0,,
91909103,919091,,,,,,,inapplicable,28.0,,,,18.0,,3,0,,
91916101,919161,,3.0,,8.0,4.0,,inapplicable,40.0,,,,12.0,,4,2,,
91916102,919161,,,,,,,no answer,38.0,,,,12.0,,4,2,,
91920101,919201,,6.0,,,,,inapplicable,52.0,,,,16.0,,2,0,,
91920102,919201,,,,7.0,,,inapplicable,48.0,,,,18.0,,2,0,,
91921101,919211,,4.0,,7.0,6.0,,inapplicable,37.0,,,,18.0,,4,2,,
91921104,919211,,,,,,,inapplicable,34.0,,,,18.0,,4,2,,
91922101,919221,,,,9.0,,,inapplicable,54.0,,,,12.0,,4,0,,
91922102,919221,,4.0,,6.0,6.0,,inapplicable,54.0,,,,10.0,,4,0,,
91922103,919221,,,,,,,inapplicable,26.0,,,,12.0,,4,0,,
91922104,919221,,,,7.0,6.0,,inapplicable,23.0,,,,13.0,,4,0,,
91931102,919311,,,,7.0,3.0,,inapplicable,59.0,,,,12.0,,2,0,,
91933101,919331,,,,8.0,,,inapplicable,27.0,,,,18.0,,2,0,,
91933102,919331,,1.0,,8.0,,,inapplicable,26.0,,,,18.0,,2,0,,
91934101,919341,,,,,,,inapplicable,40.0,,,,12.0,,1,0,,
91943101,919431,,2.0,,5.0,5.0,,inapplicable,48.0,,,,12.0,,4,2,,
91943102,919431,,3.0,,8.0,2.0,,inapplicable,47.0,,,,12.0,,4,2,,
91945101,919451,,3.0,,7.0,,,inapplicable,62.0,,,,12.0,,2,0,,
91945102,919451,,4.0,,,,,inapplicable,61.0,,,,16.0,,2,0,,
91946101,919461,,4.0,,6.0,2.0,,inapplicable,31.0,,,,18.0,,1,0,,
91949103,919491,,6.0,,8.0,2.0,,inapplicable,37.0,,,,16.0,,3,0,,
91953101,919531,,,,9.0,,,inapplicable,45.0,,,,18.0,,4,1,,
91953102,919531,,1.0,,8.0,2.0,,inapplicable,40.0,,,,18.0,,4,1,,
91953103,919531,,4.0,,7.0,6.0,,inapplicable,18.0,,,,9.0,,4,1,,
91961101,919611,,2.0,,8.0,,,inapplicable,60.0,,,,18.0,,4,0,,
91961102,919611,,,,8.0,,,inapplicable,58.0,,,,12.0,,4,0,,
91961103,919611,,,,,,,no personal income,25.0,,,,13.0,,4,0,,
91961104,919611,,,,2.0,7.0,,inapplicable,18.0,,,,9.0,,4,0,,
91964101,919641,,5.0,,8.0,3.0,,inapplicable,51.0,,,,14.0,,4,0,,
91964102,919641,,5.0,,8.0,1.0,,inapplicable,50.0,,,,18.0,,4,0,,
91964103,919641,,3.0,,7.0,5.0,,inapplicable,21.0,,,,12.0,,4,0,,
91964104,919641,,4.0,,9.0,1.0,,inapplicable,18.0,,,,9.0,,4,0,,
91966101,919661,,,,,,,inapplicable,31.0,,,,18.0,,2,0,,
91966103,919661,,1.0,,9.0,3.0,,inapplicable,27.0,,,,18.0,,2,0,,
91971101,919711,,,,7.0,2.0,,inapplicable,39.0,,,,8.0,,5,3,,
91971102,919711,,,,7.0,3.0,,inapplicable,39.0,,,,14.0,,5,3,,
91972102,919721,,7.0,,8.0,5.0,,inapplicable,61.0,,,,9.0,,2,0,,
91974102,919741,,,,,,,inapplicable,55.0,,,,12.0,,3,0,,
91974103,919741,,1.0,,8.0,1.0,,inapplicable,25.0,,,,18.0,,3,0,,
91975102,919751,,,,5.0,,,inapplicable,32.0,,,,14.0,,1,0,,
91977101,919771,,7.0,,7.0,7.0,,inapplicable,62.0,,,,13.0,,3,0,,
91977102,919771,,,,,,,inapplicable,50.0,,,,9.0,,3,0,,
91977103,919771,,,,,,,inapplicable,24.0,,,,9.0,,3,0,,
91978101,919781,,,,,,,inapplicable,53.0,,,,12.0,,1,0,,
91982101,919821,,,,,,,inapplicable,37.0,,,,9.0,,5,2,,
91982102,919821,,,,,,,inapplicable,37.0,,,,10.0,,5,2,,
91982105,919821,,,,,,,inapplicable,58.0,,,,8.0,,5,2,,
91985101,919851,,5.0,,8.0,1.0,,inapplicable,64.0,,,,10.0,,2,0,,
91985102,919851,,3.0,,9.0,3.0,,inapplicable,63.0,,,,12.0,,2,0,,
91993101,919931,,,,,,,inapplicable,60.0,,,,13.0,,2,0,,
91993102,919931,,,,,,,inapplicable,57.0,,,,9.0,,2,0,,
91995101,919951,,,,,,,inapplicable,64.0,,,,12.0,,3,1,,
91995102,919951,,4.0,,,,,inapplicable,49.0,,,,10.0,,3,1,,
91997101,919971,,3.0,,9.0,,,inapplicable,53.0,,,,16.0,,3,0,,
91997102,919971,,,,,,,inapplicable,50.0,,,,12.0,,3,0,,
91997103,919971,,,,,,,inapplicable,19.0,,,,12.0,,3,0,,
92000101,920001,,,,,,,inapplicable,50.0,,,,10.0,,1,0,,
92005101,920051,,3.0,,6.0,2.0,,inapplicable,37.0,,,,18.0,,5,3,,
92005102,920051,,,,,,,inapplicable,35.0,,,,18.0,,5,3,,
92007101,920071,,4.0,,9.0,,,inapplicable,63.0,,,,18.0,,2,0,,
92007102,920071,,,,,,,does not know,49.0,,,,12.0,,2,0,,
92014101,920141,,6.0,,9.0,1.0,,inapplicable,61.0,,,,18.0,,2,0,,
92014102,920141,,,,9.0,,,inapplicable,61.0,,,,16.0,,2,0,,
92017101,920171,,5.0,,7.0,,,inapplicable,52.0,,,,18.0,,4,2,,
92017102,920171,,,,8.0,,,inapplicable,40.0,,,,18.0,,4,2,,
92021101,920211,,4.0,,7.0,,,inapplicable,29.0,,,,12.0,,1,0,,
92024101,920241,,,,,,,inapplicable,28.0,,,,16.0,,2,0,,
92024102,920241,,,,,,,inapplicable,25.0,,,,12.0,,2,0,,
92027101,920271,,,,,,,inapplicable,46.0,,,,,,4,2,,
92027102,920271,,,,,,,inapplicable,40.0,,,,,,4,2,,
92029102,920291,,2.0,,8.0,1.0,,inapplicable,62.0,,,,12.0,,2,0,,
92030101,920301,,1.0,,5.0,7.0,,inapplicable,58.0,,,,12.0,,1,0,,
92037101,920371,,3.0,,8.0,,,inapplicable,55.0,,,,18.0,,4,0,,
92037102,920371,,2.0,,7.0,2.0,,inapplicable,55.0,,,,18.0,,4,0,,
92037103,920371,,4.0,,8.0,3.0,,inapplicable,24.0,,,,18.0,,4,0,,
92037104,920371,,,,6.0,,,inapplicable,23.0,,,,14.0,,4,0,,
92042101,920421,,,,8.0,1.0,,inapplicable,58.0,,,,18.0,,5,2,,
92042102,920421,,4.0,,8.0,1.0,,inapplicable,51.0,,,,18.0,,5,2,,
92042103,920421,,3.0,,7.0,4.0,,inapplicable,18.0,,,,9.0,,5,2,,
92051101,920511,,4.0,,,,,inapplicable,50.0,,,,12.0,,5,1,,
92051102,920511,,3.0,,8.0,1.0,,inapplicable,49.0,,,,16.0,,5,1,,
92051103,920511,,5.0,,7.0,7.0,,inapplicable,20.0,,,,14.0,,5,1,,
92051104,920511,,2.0,,8.0,,,inapplicable,18.0,,,,12.0,,5,1,,
92054103,920541,,,,,,,inapplicable,46.0,,,,12.0,,3,0,,
92056101,920561,,,,4.0,5.0,,inapplicable,59.0,,,,12.0,,1,0,,
92058101,920581,,3.0,,7.0,,,inapplicable,53.0,,,,16.0,,3,0,,
92058102,920581,,,,,,,24000,53.0,,,,9.0,,3,0,,
92058103,920581,,3.0,,,1.0,,inapplicable,23.0,,,,16.0,,3,0,,
92062101,920621,,,,,,,inapplicable,35.0,,,,18.0,,3,1,,
92062103,920621,,,,,,,inapplicable,49.0,,,,18.0,,3,1,,
92063101,920631,,1.0,,7.0,2.0,,inapplicable,35.0,,,,18.0,,1,0,,
92066101,920661,,,,,,,inapplicable,55.0,,,,,,5,0,,
92066102,920661,,,,,,,inapplicable,49.0,,,,9.0,,5,0,,
92066103,920661,,,,,,,inapplicable,26.0,,,,18.0,,5,0,,
